id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22232299,Quarto privado aero Galeão- Ilha do Governador,162458584,Heidy,,Portuguesa,-22.80382,-43.20586,Private room,95,1,52,2018-11-24,1.10,1,297,4,
22239823,Quarto completo Rio Comprido,70657099,Silaedson,,Rio Comprido,-22.9196,-43.20963,Private room,70,1,1,2018-01-02,0.02,1,88,0,
22240452,"Charming penthouse, great location Copacabana!",162502784,Lucy,,Copacabana,-22.975,-43.18994,Entire home/apt,166,4,56,2020-09-06,1.28,1,82,17,
22256056,IPANEMA Flat na Farme com Barão Piscina Garagem,162634345,Fábio,,Ipanema,-22.98302,-43.20157,Entire home/apt,259,2,114,2021-08-23,2.45,1,35,18,
22261124,"Cobertura Duplex, Qd Praia, Barra da Tijuca",87391841,Luiz Gustavo,,Barra da Tijuca,-23.00669,-43.3425,Entire home/apt,2000,3,0,,,2,88,0,
22261466,Coração da boemia - Lapa,15489080,Claudia,,Centro,-22.91401,-43.18564,Entire home/apt,114,3,32,2019-12-04,0.69,1,74,8,
22261866,Apartamento Lindo na Praia da Barra,92674139,Celita,,Barra da Tijuca,-23.00926,-43.34572,Entire home/apt,380,2,6,2020-11-02,0.24,11,72,1,
22262489,Apartamento Jotape,22703299,Joao Paulo,,Leblon,-22.98284,-43.2238,Entire home/apt,500,3,9,2021-10-19,0.20,1,250,1,
22263064,ApartHouse Hotel in Rio,162684538,ApartHouse,,Centro,-22.91023,-43.18876,Shared room,100,1,1,2019-10-06,0.04,1,365,0,
22263410,LAGOA,21482982,Glauco,,Humaitá,-22.95866,-43.20322,Entire home/apt,400,5,1,2018-02-14,0.02,2,10,0,
22266404,Lar da Lu nos ares da praia #barradatijuca,152057641,Lourdes Maria,,Barra da Tijuca,-23.01115,-43.32558,Private room,129,2,50,2021-03-08,1.09,1,324,2,
22271838,Conforto e folia - Na Glória!!,162757332,Jerônimo,,Glória,-22.91632,-43.17557,Entire home/apt,500,5,0,,,1,358,0,
22274827,DO PORTÃO DA CASA PODEMOS VER O QUIOSQUE DA PRAIA!,80338139,Cláudia,,Barra da Tijuca,-23.00884,-43.33711,Entire home/apt,566,2,0,,,14,251,0,
22275917,Copa temporada,162790304,Ellen,,Copacabana,-22.96577,-43.17995,Entire home/apt,500,20,1,2019-12-13,0.04,1,87,0,
22277057,Aconchegante em Botafogo,8217798,Patricia,,Botafogo,-22.95369,-43.18261,Entire home/apt,350,2,1,2018-02-13,0.02,2,179,0,
22277209,Comfortable Apartment in Apart Hotel - two rooms,51314789,Dumont,,Copacabana,-22.95992,-43.17608,Entire home/apt,331,4,1,2020-01-01,0.05,3,55,0,
22278164,Apt. 125m² 3 bedrooms all equipped and silent,91654021,Daniel,,Copacabana,-22.97215,-43.19141,Entire home/apt,465,3,0,,,179,180,0,
22279268,Excellent option at Copacabana near of beach,91654021,Daniel,,Copacabana,-22.972,-43.1922,Entire home/apt,558,3,0,,,179,180,0,
22282738,No coração do flamengo excelente apto 3 quartos,162844505,Neide,,Flamengo,-22.93851,-43.17826,Entire home/apt,600,5,0,,,2,0,0,
22291479,Minha casa no Rio de Janeiro,162921471,Mario,,São Conrado,-22.99266,-43.27182,Entire home/apt,207,3,0,,,1,8,0,
22293777,Quarto Privativo 300 metros da praia de Copacabana,105820193,Matheus,,Copacabana,-22.97414,-43.18805,Private room,70,2,74,2020-12-31,2.90,1,305,48,
22298335,Apartamento de Temporada em Copacabana Brasil,162989284,Bruno,,Copacabana,-22.96582,-43.17658,Entire home/apt,150,7,11,2019-09-04,0.25,1,71,0,
22299945,311 Carioca Apartment Av nossa senhora Copacabana,137810063,Dayana,,Copacabana,-22.96437,-43.17642,Entire home/apt,428,8,9,2018-03-06,0.19,1,248,0,
22300203,"""Entre amigos""",163006418,Carla,,Copacabana,-22.96506,-43.18036,Entire home/apt,281,2,4,2018-01-31,0.09,1,166,0,
22300293,"Alugo ótimo apartamento, contrato a longo prazo",163006336,Telma,,Centro,-22.91585,-43.18795,Entire home/apt,80,360,0,,,3,365,0,
22301109,Copacabana beach design apartment,34316296,Daniela,,Copacabana,-22.978752,-43.190418,Entire home/apt,166,4,143,2021-03-11,3.08,1,104,45,
22304375,Wonderfull Apartment in Copacabana,163043011,Eloá,,Copacabana,-22.9624,-43.17889,Entire home/apt,120,3,11,2020-03-19,0.24,1,156,0,
22304642,Flat no ponto mais tranquilo de Copacabana,163038691,Guilherme,,Copacabana,-22.96464,-43.19017,Entire home/apt,440,5,0,,,1,365,0,
22305212,"Humaita, Quarto/Casa,vista para o Cristo.",162944497,Gabriel,,Humaitá,-22.95755,-43.19925,Entire home/apt,420,5,0,,,1,178,0,
22310143,MS Beach Copacana,163102128,Marli,,Copacabana,-22.96469,-43.17452,Entire home/apt,250,5,4,2021-01-02,0.18,1,170,2,
22316466,Penthouse 4bedrooms swimming-pool hydro barbecue,91654021,Daniel,,São Conrado,-22.99585,-43.25527,Entire home/apt,1109,4,0,,,179,365,0,
22322720,"Apto para famílias prox praia, brt na porta",107293565,Jaqueline,,Barra da Tijuca,-23.0066,-43.4314,Entire home/apt,135,3,42,2020-04-30,1.08,2,57,13,
22322970,Whole Space - Silent - 250 MB WIFI - 4K TV,152312131,Thiago,,Copacabana,-22.97266,-43.18838,Entire home/apt,220,4,46,2021-09-01,1.01,2,125,17,
22323792,Apartamento Flamengo by Dê!,101558309,Denise,,Flamengo,-22.93991,-43.17881,Entire home/apt,170,1,28,2021-02-24,0.62,1,39,6,
22323944,Miniapartamento na região central de Copacabana,121517770,Maria,,Copacabana,-22.96979,-43.18699,Entire home/apt,150,3,17,2020-02-05,0.38,1,225,1,
22324056,Apartamento Copacabana,15222816,Felipe,,Copacabana,-22.96544,-43.18408,Entire home/apt,700,6,4,2019-11-18,0.09,1,173,0,
22324494,"MELHOR LOCALIZAÇÃO NA BARRA DA TIJUCA- Apartamento com Ar, wifi, microondas",27229964,Beatriz,,Jacarepaguá,-22.96806,-43.387,Entire home/apt,195,1,31,2021-02-23,1.35,8,228,11,
22324535,Excelente apartamento  em Vargem Pequena,157811908,Rosi,,Vargem Pequena,-22.98333,-43.46517,Entire home/apt,286,2,1,2018-01-25,0.02,1,180,0,
22326378,O seu lugar em COPACABANA BEACH!,89731289,Caio Augusto,,Copacabana,-22.96434,-43.17542,Entire home/apt,289,3,29,2019-03-19,0.62,1,124,0,
22332838,"Barra da Tijuca próximo à praia, shoppings e metro",120525492,Raphael,,Barra da Tijuca,-23.0062,-43.31911,Entire home/apt,185,4,32,2020-02-26,0.69,1,140,0,
22333054,Sítio Cuco,52698775,Hugo,,Santa Cruz,-22.94569,-43.65221,Entire home/apt,7500,1,0,,,1,365,0,
22336385,Recreio dos Bandeirantes - Tranquilo e confortável,94602024,Antonio,,Recreio dos Bandeirantes,-23.02262,-43.51178,Entire home/apt,300,2,4,2020-02-25,0.12,1,90,0,
22336854,[COPACABANA] [PRAIA] [WI-FI] [METRO],10208288,Fagner,,Copacabana,-22.97063,-43.18775,Entire home/apt,112,2,99,2020-11-07,2.17,2,315,40,
22338148,"Apartamento confortável, silencioso, bem iluminado pelo sol e aconchegante.",104158171,Silvania,,Copacabana,-22.96784,-43.18206,Entire home/apt,230,3,1,2018-11-18,0.03,1,148,0,
22341291,Apto. 2 quartos em condomínio frente à praia,163342553,Lina,,Barra da Tijuca,-23.01311,-43.31911,Entire home/apt,330,2,67,2021-07-03,1.44,1,192,21,
22341436,PASSEIO OU TRABALHO,159737308,Anamaria,,Centro,-22.90961,-43.17657,Entire home/apt,380,2,0,,,1,180,0,
22342103,Penthouse 902,4307081,Nereu A,,Ipanema,-22.98553,-43.19472,Entire home/apt,1123,3,0,,,56,89,0,
22348304,Centro Apartamento Aconchegante,145202588,Ivone,,Centro,-22.91243,-43.1785,Entire home/apt,250,7,1,2017-12-27,0.02,2,365,0,
22349793,Lindo apartamento no charmoso bairro do Leme,21932301,Marcello,,Leme,-22.96324,-43.1692,Entire home/apt,220,1,25,2019-07-06,0.54,1,0,0,
22350085,Sonho do Papagaio,16224191,Luca,,Santa Teresa,-22.915,-43.1844,Entire home/apt,376,1,92,2021-07-15,1.98,1,19,17,
22350936,Rental Residential Flat (rent season and monthly),83272038,Giovana,,Copacabana,-22.97263,-43.19218,Entire home/apt,241,5,1,2019-10-07,0.04,1,0,0,
22355526,Lindo apt no Bora Bora Resort Real,9750832,Mônica,,Barra da Tijuca,-22.97683,-43.38837,Entire home/apt,325,2,0,,,3,347,0,
22355728,Varandas de Ipanema e Copacabana,163468227,Marion,,Copacabana,-22.98704,-43.19126,Entire home/apt,650,10,0,,,1,365,0,
22357366,Flat com garagem próximo a Metro de Botafogo,163480716,Gerd,,Botafogo,-22.95328,-43.18255,Entire home/apt,180,3,27,2021-09-04,0.58,1,15,5,
22359735,Aconchego e natureza com ótima localização!!,22307717,Tauli,,Itanhangá,-22.99995,-43.31176,Entire home/apt,210,2,22,2020-02-17,0.49,3,227,0,
22360385,COPACABANA A DUAS QUADRAS DA PRAIA,163506302,Thereza Cristina,,Copacabana,-22.97201,-43.18802,Entire home/apt,114,2,140,2021-02-12,3.11,1,92,47,
22366388,fenix,163549917,Antonio,,Santa Teresa,-22.91851,-43.17893,Private room,705,6,1,2018-01-05,0.02,1,358,0,
22367539,Small bedroom near the beach/subway,2112725,Monica,,Copacabana,-22.98159,-43.19625,Private room,103,1,26,2019-01-01,0.56,4,87,3,
22370267,"Ipanema, R. Prudente de Morais, 3 QTs, 1 QD praia",11107884,Tatiana,,Ipanema,-22.98507,-43.20977,Entire home/apt,350,2,12,2019-03-05,0.27,6,208,0,
22372682,SOUTH BEACH Residence,44859919,Sergio,,Copacabana,-22.97319,-43.18719,Entire home/apt,182,2,37,2021-09-24,0.80,4,123,11,
22374760,Flat with 2 suites overlooking Ipanema Beach,1982737,Estadia,,Ipanema,-22.9855,-43.20754,Entire home/apt,1416,14,2,2021-09-13,0.04,54,342,1,
22376225,Leblon:Conforto entre Lagoa e a praia(PUC/Jockey),162588125,Ana,,Leblon,-22.97969,-43.22105,Private room,150,1,53,2019-10-09,1.14,1,8,1,
22376723,Excelente Oportunidade Quarto Tijuca,148301857,Carlos Alberto,,Tijuca,-22.92237,-43.22724,Private room,90,1,0,,,1,365,0,
22377985,⭐ ⭐  ⭐ ⭐ ⭐ Copacabana a 5 min BBB & SEGURO ⭐,163636791,Margarida & Cesar,,Flamengo,-22.9339,-43.17743,Entire home/apt,50000,1,30,2018-10-17,0.65,14,365,0,
22381992,Feel home in a cozy apartment in Copanema,25341342,Isabella,,Copacabana,-22.98412,-43.19022,Private room,193,2,21,2019-03-05,0.46,4,79,0,
22383046,"Kitnet 1 quarto, perto do Maracanã e Shopping",70356326,Rosemary,,Vila Isabel,-22.92286,-43.23696,Entire home/apt,210,1,37,2020-03-22,0.80,2,135,9,
22383725,Furnished apartment in Copacabana,163687813,Mario Vicente Carlos,,Copacabana,-22.96545,-43.19063,Entire home/apt,141,4,16,2019-11-19,0.47,1,6,1,
22385279,Flat no Apart Hotel Quality em Botafogo,72351481,Bruno,,Botafogo,-22.95383,-43.18858,Entire home/apt,198,6,21,2021-10-16,0.45,1,303,5,
22385633,Apartamento Conjugado Copacabana,15462953,Valéria,,Copacabana,-22.96724,-43.1852,Entire home/apt,500,3,3,2020-02-25,0.06,1,90,0,
22386851,Apartamento Completo Ipanema Ótima Localização,79159027,Thiago,,Ipanema,-22.9853,-43.2076,Entire home/apt,401,2,3,2019-02-08,0.07,1,334,0,
22387882,Apartamento Sala quarto Copacabana posto 5,31177036,Eliene,,Copacabana,-22.97807,-43.18958,Entire home/apt,200,3,2,2017-12-23,2,4,180,1,
22389763,Apartamento de um quarto Copacabana posto 4,31177036,Eliene,,Copacabana,-22.97551,-43.19109,Entire home/apt,200,3,1,2021-10-11,1,4,365,1,
22389931,"Apê na Glória próximo Lapa, Santa Tereza e metrô",122979809,Izabele,,Santa Teresa,-22.91793,-43.17754,Entire home/apt,85,2,3,2018-01-01,0.12,1,0,0,
22390462,Apartamento  sala quarto Copacabana Posto 3,31177036,Eliene,,Copacabana,-22.96477,-43.17778,Entire home/apt,180,3,4,2021-10-13,0.09,4,180,1,
22395421,Apartamento Reformado próximo à Praia Copacabana,34436665,Jussara,,Copacabana,-22.97404,-43.18537,Entire home/apt,387,4,0,,,1,363,0,
22395644,Melhor quarto e sala em Ipanema,106789028,Simone,,Ipanema,-22.98214,-43.20228,Entire home/apt,317,2,60,2019-06-03,1.29,1,114,1,
22396624,Apê da Shirley!,163749150,Shirley,,Barra da Tijuca,-23.0088,-43.32988,Entire home/apt,1500,2,0,,,2,179,0,
22399034,Suites na Reserva da Pedra Branca,163674399,Marcia,,Jacarepaguá,-22.96598,-43.40982,Private room,224,4,0,,,1,173,0,
22399551,Apto em Copa  - Posto 6 para temporada,163834231,Simone,,Copacabana,-22.9822,-43.18945,Entire home/apt,500,5,2,2018-02-14,0.04,1,364,0,
22400558,Studio do Mar-casa. Praia a pé-nascer do sol,162962603,Ana Claudia,,Vidigal,-22.99522,-43.2363,Entire home/apt,187,1,240,2021-06-25,5.32,1,307,93,
22405101,Casa na Serra em Guaratiba no Rio de Janeiro,106134540,Sergio,,Guaratiba,-23.00525,-43.53871,Entire home/apt,180,2,3,2021-10-03,0.12,2,3,1,
22405319,Apartamento tipo casa - Perfeito Férias,10642479,Luiz,,Ipanema,-22.9828,-43.20496,Entire home/apt,550,6,2,2017-12-27,0.09,1,81,0,
22405688,ESTILOSO QUARTO ENORME COM VENTILADOR - 28 m²,33868134,Gonzalo,,Copacabana,-22.96929,-43.185,Private room,85,2,37,2021-02-15,0.80,3,109,6,
22406380,"Botafogo, quarto com cama de casal, perto do metro",163907329,Calvin,,Botafogo,-22.95376,-43.18529,Private room,60,1,75,2020-03-17,1.62,1,11,0,
22409372,Beatiful apartment in Copacabana and Ipanema,163623120,Lu,,Ipanema,-22.98421,-43.1946,Entire home/apt,470,5,2,2018-01-07,0.04,1,0,0,
22410672,Copa 1C,2915201,Jules Rimet,,Copacabana,-22.96659,-43.19207,Entire home/apt,300,4,0,,,19,310,0,
22414766,Apartamento ótima localização,145202588,Ivone,,Flamengo,-22.93076,-43.17355,Entire home/apt,200,5,7,2018-05-09,0.15,2,365,0,
22419010,Modern studio btw Ipanema and Copacabana beaches !,3746246,Ghizlane,,Copacabana,-22.9847,-43.19289,Entire home/apt,175,7,24,2019-03-03,0.60,9,231,0,
22419604,"Copacabana apart. ao lado Ipanema, Arpoador, Lagoa",164155119,William/Meire,,Copacabana,-22.98337,-43.19177,Entire home/apt,250,5,6,2021-01-28,0.13,1,264,2,
22421246,Suíte aconchegante em Copacabana,63300025,Flávia,,Copacabana,-22.96926,-43.18801,Private room,400,4,0,,,4,364,0,
22423770,Ótimo quarto em cobertura em Ipanema!,164209306,Augusto,,Ipanema,-22.98143,-43.20944,Private room,111,2,8,2017-12-26,0.17,2,183,0,
22428582,Atlanthys Duplex,164258385,Carlos,,Barra da Tijuca,-23.00574,-43.32676,Entire home/apt,500,7,1,2019-09-27,0.04,1,365,0,
22429448,NASCIMENTO SILVA TOP APARTMENT,36744189,Monica,,Ipanema,-22.98188,-43.20605,Entire home/apt,300,2,71,2020-11-10,1.54,18,49,12,
22431446,"Pertíssimo da praia, vizinho do Othon Hotel",53819334,Itala,,Copacabana,-22.97765,-43.19028,Entire home/apt,271,4,62,2021-08-24,1.35,2,61,14,
22432897,Casa no Jardim do Itanhangá,28402127,Alexandre,,Itanhangá,-22.99407,-43.29434,Entire home/apt,183,365,2,2018-01-19,0.04,1,358,0,
22433126,"Copacabana, quadra da praia",14983440,PabloKaschner,,Copacabana,-22.96615,-43.18062,Private room,164,1,0,,,5,364,0,
22433820,Really nice 1 bedroom apartment in Copacabana!,11739,Eric,,Copacabana,-22.96181,-43.17467,Entire home/apt,168,3,11,2018-03-31,0.24,11,81,0,
22435615,Hostel Solar do Recreio,74228462,Lily,,Recreio dos Bandeirantes,-23.0111,-43.46661,Shared room,141,1,1,2019-09-28,0.04,1,302,0,
22436229,RIO DE JANEIRO - próximo praia Barra da Tijuca,84476458,Cassia,,Freguesia (Jacarepaguá),-22.94867,-43.34921,Shared room,59,1,2,2020-01-01,0.08,2,365,0,
22436772,QUARTO em apartamento funcional/prático Flamengo,4589569,Affonso,,Flamengo,-22.9321,-43.17718,Private room,53,1,74,2019-09-01,1.61,1,180,4,
22443440,Mansão do Joá,34635508,Fernando Freire,,Joá,-23.01224,-43.28846,Entire home/apt,3043,2,8,2021-10-02,0.34,1,315,7,
22443554,Apartamento mobiliado em copacabana.,15689943,Glaucia,,Copacabana,-22.98503,-43.19141,Entire home/apt,1000,5,1,2019-01-05,0.03,1,213,0,
22448091,Loft Lavradio Show Rio Antigo Lapa Circo Voador!,54716791,Lia,,Centro,-22.91292,-43.18276,Entire home/apt,200,3,0,,,1,363,0,
22449436,Leblon com charme,7405995,Jose Antonio,,Leblon,-22.98581,-43.22789,Entire home/apt,450,2,3,2019-01-02,0.08,2,45,1,
22449682,SUÍTE ACONCHEGANTE PARA ATÉ 4 PESSOAS,150185917,Ana Carolina,,Taquara,-22.93497,-43.38094,Private room,60,2,1,2018-04-25,0.02,1,363,0,
22451203,Studio/Confortável - PRAIA FLAMENGO/RJ,164505289,Lilia,,Flamengo,-22.9276,-43.17476,Entire home/apt,250,2,6,2021-07-27,0.71,1,53,4,
22454081,⭐⭐⭐⭐⭐ VISTA MAR lateral 4 Varandas Amplo Excelente,163636791,Margarida & Cesar,,Copacabana,-22.97579,-43.18964,Entire home/apt,1750,1,59,2019-03-11,1.30,14,365,0,
22460132,STUDIO BOUTIQUE na praia!,2948186,Rodrigo,,Copacabana,-22.96244,-43.17582,Entire home/apt,210,2,115,2021-09-05,2.48,6,67,15,
22461052,Rio035 - Spacious apartment facing the sea in Copacabana,22805631,Latin Exclusive,,Copacabana,-22.98363,-43.19049,Entire home/apt,4653,4,0,,,39,0,0,
22461733,Quarto aconchegante em Copacabana,63300025,Flávia,,Copacabana,-22.96903,-43.18883,Private room,500,4,0,,,4,364,0,
22463060,"SUITE ,QUARTO PRIVATIVO",44940240,Daniel,,Leme,-22.95972,-43.169,Entire home/apt,135,2,12,2019-02-21,0.30,5,245,0,
22464380,⭐⭐⭐⭐⭐⭐⭐Moderno & Belo & Melhor Endereço,163636791,Margarida & Cesar,,Copacabana,-22.9758,-43.18934,Entire home/apt,2750,1,58,2019-09-08,1.29,14,365,0,
22466092,Seu lugar é aqui!,58599164,Andréa,,Freguesia (Jacarepaguá),-22.93973,-43.33936,Entire home/apt,149,2,35,2018-08-23,0.76,2,349,7,
22466357,QUARTO COMPARTILHADO PARA 4 PESSOAS,44940240,Daniel,,Leme,-22.96207,-43.16852,Shared room,60,2,1,2018-01-07,0.02,5,247,0,
22469475,Quarto e sala próximo ao Engenhão,5792418,Eunice,,Todos os Santos,-22.89273,-43.28739,Private room,100,1,0,,,1,363,0,
22469714,Ambiente familiar aconchegante e perto da praia .,164710013,Zelia Gomes Dos,,Copacabana,-22.97467,-43.18852,Private room,244,3,4,2020-01-01,0.12,1,359,0,
22478330,Flat em Ipanema,164806372,Pedro,,Ipanema,-22.98533,-43.19388,Entire home/apt,250,4,35,2021-10-02,0.98,1,12,6,
22482781,cama para descanso (uma pessoa).,24797835,Augusto,,Santa Teresa,-22.92205,-43.18196,Shared room,101,4,1,2020-01-01,0.05,2,363,0,
22483820,flat de uma suíte na Vila Pan vista maravilhosa,164863400,Ricardo,,Jacarepaguá,-22.97185,-43.35687,Entire home/apt,160,3,22,2020-08-29,0.53,2,79,9,
22484576,Copacabana Fique Bem,164871743,Ana Paula,,Copacabana,-22.97236,-43.19199,Entire home/apt,150,3,28,2020-01-19,0.60,2,34,4,
22489163,reveilon rio de janeiro,4350921,Carlos,,Catete,-22.92231,-43.17852,Entire home/apt,558,1,0,,,6,365,0,
22489545,Apt Rio de Janeiro Ipanema at Tiffany's Residence,106376241,Cleide,,Ipanema,-22.98653,-43.19917,Hotel room,653,3,38,2021-06-12,0.82,1,255,2,
22492741,Confortável condomínio resort  - 4 Suites/234M2,164972107,Marcia,,Barra da Tijuca,-22.99962,-43.39863,Entire home/apt,2500,2,0,,,1,365,0,
22495412,SUITE,44940240,Daniel,,Leme,-22.96014,-43.16853,Private room,180,2,2,2019-01-20,0.04,5,247,0,
22495731,Apartamento com estrutura de Apart Hotel Club,87581940,João Luís & Neusa,,Tijuca,-22.91634,-43.21958,Entire home/apt,299,2,5,2018-04-18,0.11,1,1,0,
22496513,Apartamento no posto 5,476162,Simone,,Copacabana,-22.97602,-43.19168,Entire home/apt,79,5,2,2020-01-29,0.17,6,179,1,
22504293,Recreio - Apto perto da praia com internet e ar.,68397319,Ana Paula,,Recreio dos Bandeirantes,-23.02155,-43.47023,Entire home/apt,381,2,9,2021-08-29,0.20,3,111,2,
22513655,Loft Catete - Vista espetacular do Pão de Açúcar,63899823,Studio Catete,,Catete,-22.92403,-43.17853,Entire home/apt,137,3,13,2021-01-13,0.28,3,36,9,
22514958,Apartamento de Luxo na Praia da Barra da Tijuca,36211478,Gabriela,,Barra da Tijuca,-23.01424,-43.31116,Entire home/apt,980,5,12,2021-01-12,0.27,1,58,2,
22515373,Quarto viajantes ou negócios AEROPORTO FUNDAO,111555164,Juliana Bento,,Portuguesa,-22.79736,-43.20529,Private room,79,1,91,2019-04-24,1.96,10,361,2,
22515979,Aqui mora a bossa nova !,5652259,Doiss,,Ipanema,-22.98187,-43.20136,Private room,150,1,0,,,1,6,0,
22523934,Cobertura com vista incrível em Ipanema,2438594,WhereInRio,,Ipanema,-22.98224,-43.20939,Entire home/apt,4400,4,0,,,10,319,0,
22524844,Edifício Itamar Copacabana,103529584,Luiz Carlos,,Copacabana,-22.96743,-43.17885,Private room,1596,2,0,,,1,284,0,
22527722,RESIDENCIAL RIO COMPRIDO SUÍTE 03 desconto 30 dias,63954449,Jorge,,Rio Comprido,-22.92276,-43.20935,Private room,45,5,1,2020-02-26,0.05,6,209,0,
22528190,Quarto para no máximo 2 hóspedes.  Mulheres.,6587778,Luciana,,Glória,-22.9202,-43.17616,Private room,80,6,0,,,1,363,0,
22529118,QUARTO COMPARTILHADO PARA 4 PESSOAS,44940240,Daniel,,Leme,-22.96096,-43.1695,Shared room,60,2,5,2020-02-06,0.20,5,247,0,
22529463,Apartamento inteiro no Maracanã | Tijuca,125412853,Patrícia,,Maracanã,-22.9135,-43.23693,Entire home/apt,910,4,1,2018-02-14,0.02,1,363,0,
22530400,"BEACHFRONT - Ipanema, Stylish 1 Bedroom Apartment",2989144,Rafael,,Ipanema,-22.9866,-43.19348,Entire home/apt,275,10,15,2020-09-10,0.61,5,103,1,
22531392,Studio Viana,155295958,Isa,,Catete,-22.9274,-43.1767,Entire home/apt,100,3,41,2021-07-11,0.91,2,43,18,
22532193,"1 Rock in Rio, Riocentro, Jeunesse e Praias x2",43718179,Rafael,,Jacarepaguá,-22.97005,-43.39859,Entire home/apt,371,2,50,2019-06-14,1.26,2,326,8,
22537301,Delicioso quarto e sala no Leme,165542165,Flavia,,Leme,-22.96327,-43.17,Entire home/apt,500,4,2,2020-02-24,0.06,1,9,0,
22541299,(3) Beach Guest House - Go Make A Trip,4765935,Rafael,,Barra da Tijuca,-23.00872,-43.35548,Private room,183,1,6,2020-10-22,0.22,7,303,0,
22542921,(4) Beach Guest House - Go Make A Trip,4765935,Rafael,,Barra da Tijuca,-23.00979,-43.35354,Private room,183,1,4,2019-05-20,0.11,7,273,0,
22542989,(5) Beach Guest House - Go Make A Trip,4765935,Rafael,,Barra da Tijuca,-23.00861,-43.35407,Private room,183,1,8,2021-08-06,0.33,7,274,6,
22544222,Alugo apartamento para Carnaval  no RJ,165588391,Nathália,,Estácio,-22.91456,-43.20063,Entire home/apt,400,2,1,2018-01-29,0.02,1,364,0,
22545300,Casarão Clean e Sossego Hospedagem Rio de Janeiro,165623347,Fatima Santos,,Padre Miguel,-22.87707,-43.44569,Entire home/apt,220,2,0,,,1,88,0,
22547598,Duplex reformed penthouse: 3R and private pool,9523882,Jose Carlos,,Barra da Tijuca,-23.00169,-43.35024,Entire home/apt,559,3,67,2021-09-25,1.48,1,169,23,
22548261,"FLAT, PRAIA, BARRA DA TIJUCA, RESORT 5 ESTRELAS.",165652430,Daniel Augusto Goulart,,Barra da Tijuca,-23.01099,-43.32618,Entire home/apt,230,30,17,2019-01-02,0.38,1,347,4,
22551040,Villa Firenze,43594754,AnaCecilia,,Recreio dos Bandeirantes,-23.02389,-43.49854,Entire home/apt,3200,2,7,2021-08-30,0.22,5,327,5,
22551424,Cobertura duplex 5 estrelas.,159073711,Joselir,,Recreio dos Bandeirantes,-23.01796,-43.4865,Entire home/apt,8419,3,1,2018-08-20,0.03,1,173,0,
22553770,"Temporada  diária, mensal ou anual.",165717165,Lucia,,Centro,-22.90717,-43.1813,Entire home/apt,83,5,16,2019-04-18,0.35,1,196,3,
22559078,Casa Ipanema hostel,15745691,Jefferson,,Copacabana,-22.98271,-43.19572,Private room,250,2,0,,,2,364,0,
22559974,Flat em Ipanema,165602688,Ricardo,,Ipanema,-22.98359,-43.20027,Entire home/apt,349,2,66,2019-08-19,1.43,1,169,1,
22560732,"Apartamento clean, mobiliado no coração de Ipanema",79376738,Julia,,Ipanema,-22.98187,-43.20199,Entire home/apt,230,180,3,2021-01-03,0.07,1,293,1,
22566334,Apartment near Ipanema beach and the subway,105314693,Marcella,,Ipanema,-22.985575,-43.199257,Entire home/apt,463,2,6,2020-01-02,0.13,1,126,0,
22568412,Apartamento no coração de Ipanema!,54724086,Bruna,,Ipanema,-22.98336,-43.19782,Entire home/apt,457,5,0,,,2,119,0,
22572129,"Apto.  Recreio, Posto 11, Frente para o  Mar.",155408338,Reginaldo,,Recreio dos Bandeirantes,-23.02626,-43.46572,Entire home/apt,550,3,0,,,2,84,0,
22582974,Apartamento completo em Copacabana - RJ,121950543,Gabriel,,Copacabana,-22.97913,-43.1901,Entire home/apt,300,4,3,2018-02-14,0.09,3,170,0,
22585429,An oasis in Copacabana. Great Location!,22036343,Ana Carolina,,Copacabana,-22.96664,-43.17998,Entire home/apt,159,2,82,2020-02-02,1.78,1,48,11,
22585977,ROCK IN RIO. Quarto confortável com bicama.,2559088,Kerlon,,Freguesia (Jacarepaguá),-22.93809,-43.34931,Private room,110,1,1,2019-10-04,0.04,2,361,0,
22586022,Studio Copacabana / Ipanema  - 01 quadra da praia,12402804,Vera Lucia,,Copacabana,-22.98526,-43.19268,Entire home/apt,141,2,32,2021-10-04,0.69,4,139,24,
22586589,DOM CANDREVA HOME...,166069005,Stalimir,,Quintino Bocaiúva,-22.88523,-43.31448,Private room,161,1,3,2018-06-18,0.07,3,365,0,
22587050,Cosy apartment in the best neighborhood of Rio,93892643,Elisa,,Leblon,-22.98438,-43.22696,Entire home/apt,181,6,30,2021-06-08,0.67,1,148,14,
22587094,APART HOTEL BARRA PALACE COM VISTA E SOL MANHÃ,166004697,Marilena,,Barra da Tijuca,-23.01268,-43.32072,Entire home/apt,384,2,10,2020-09-08,0.22,1,355,1,
22594364,Melhor ponto de Copacabana a 1 quadra da praia.,166162862,Jaques,,Copacabana,-22.96305,-43.17472,Private room,601,2,1,2019-10-07,0.04,3,85,0,
22600637,Perto tanto da calma como da agitação!,166237857,Heronias,,Jacarepaguá,-22.97184,-43.38161,Entire home/apt,800,3,2,2021-01-03,0.09,1,297,1,
22600695,Bem Localizado Botafogo,78711738,Margot,,Botafogo,-22.94708,-43.18221,Entire home/apt,179,2,8,2019-01-08,0.17,2,328,0,
