id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4805479,Full apartament - Copacabana,2130998,Elaine,,Copacabana,-22.97234,-43.18575,Entire home/apt,300,5,3,2016-02-10,0.14,1,350,1,
4805945,Quarto  em apartamento familiar,24756869,Geneilde,,Copacabana,-22.97376,-43.18781,Private room,300,5,7,2018-01-02,0.12,1,365,0,
4806507,Varandão com vista para o mar.,5369841,Eliane,,Ipanema,-22.98502,-43.20411,Entire home/apt,1800,5,0,,,3,268,0,
4806888,Apto Quadra da Praia de Copacabana,4704654,Liliam,,Copacabana,-22.97268,-43.18654,Entire home/apt,150,7,6,2018-03-10,0.09,1,342,0,
4807421,Cosy duplex with huge terrace,3746246,Ghizlane,,Copacabana,-22.97351,-43.18926,Entire home/apt,260,7,30,2018-04-07,0.40,9,219,3,
4807925,Rio210 - Apartment on the last floor of the Tiffany's,22805631,Latin Exclusive,,Ipanema,-22.9864,-43.19942,Entire home/apt,1168,3,12,2021-09-23,0.44,39,309,1,
4808424,COM O PÃO DE AÇÚCAR BEM NA SUA FRENTE,24766519,Renato,,Centro,-22.91264,-43.17395,Entire home/apt,179,2,240,2019-07-27,2.90,5,132,21,
4808720,Great place to stay!,9749539,Marcus,,Flamengo,-22.93913,-43.17443,Entire home/apt,197,2,0,,,2,364,0,
4810114,Apart-hotel Rio Flat - Leblon / Rio,24774942,Regina,,Leblon,-22.98394,-43.21773,Entire home/apt,450,5,16,2016-02-10,0.19,1,1,0,
4810575,WALKING DISTANCE TO THE BEACH,24776380,Granato Vacations,,Barra da Tijuca,-23.00941,-43.42981,Entire home/apt,556,7,9,2016-08-14,0.11,2,59,0,
4814873,Melhor Loft na melhor Região do Rio,24797065,Fernando,,Centro,-22.90962,-43.17743,Entire home/apt,400,2,1,2020-02-24,0.05,1,364,0,
4815085,Loft em vila residencial,24797835,Augusto,,Catete,-22.92289,-43.18176,Entire home/apt,186,1,1,2015-02-18,0.01,2,365,0,
4816505,Private room in São Conrado,14044951,Karin,,São Conrado,-22.99103,-43.25708,Private room,199,1,4,2018-02-15,0.06,3,365,0,
4819235,"Apartamento em Copacabana, Rio de Janeiro",9145585,Lu,,Copacabana,-22.97015,-43.1877,Entire home/apt,200,3,8,2019-03-06,0.12,1,323,1,
4820924,AMPLO APARTAMENTO EM SANTA TERESA,12766943,José Antonio,,Santa Teresa,-22.92572,-43.18946,Private room,269,1,0,,,1,364,0,
4822832,Relax in Copacabana,24834684,Larissa,,Copacabana,-22.96807,-43.18141,Entire home/apt,225,3,14,2020-03-09,0.20,2,87,0,
4823889,Summer Palace,4005407,Erika,,Barra da Tijuca,-23.01114,-43.35817,Entire home/apt,488,1,6,2021-10-15,0.10,22,362,1,
4824307,"2 1/2 rooms/ 3 bathrooms/ garage, best of Ipanema",792218,Levy,,Ipanema,-22.98356,-43.19806,Entire home/apt,340,3,44,2018-12-28,0.58,10,324,8,
4828092,Contemporary House in Rio's Forest,24854828,Maria Beatriz,,Santa Teresa,-22.93296,-43.19828,Entire home/apt,820,2,102,2020-02-27,1.39,1,293,5,
4828858,Charming Loft close to Sugar Loaf,3664727,Gabriela,,Botafogo,-22.9547,-43.17648,Entire home/apt,189,365,4,2016-02-11,0.05,1,364,0,
4829101,407 - Flat Leblon com garagem e piscina!,1500426,Rio,,Leblon,-22.98402,-43.2234,Entire home/apt,450,90,23,2018-01-02,0.39,61,234,0,
4829165,Aconchegante quarto p/ olimpíadas,24853320,Maurício,,Jacarepaguá,-22.97073,-43.35791,Private room,500,1,0,,,1,365,0,
4830001,Studio in Rio de Janeiro,24865000,Frederico,,Botafogo,-22.9569,-43.18525,Entire home/apt,80,4,21,2016-09-29,0.26,1,147,0,
4830589,Apartamento Barra - Rio de Janeiro,24867609,Daniele,,Barra da Tijuca,-23.01047,-43.36486,Entire home/apt,176,4,10,2020-06-10,0.13,1,288,2,
4830941,Olympic Pack 15days 2500 Last Min Copacabana,24377051,Joaquim,,Copacabana,-22.96234,-43.17431,Entire home/apt,500,15,0,,,1,365,0,
4832139,Apto Copacabana,24874532,Fabiane,,Copacabana,-22.97387,-43.19138,Entire home/apt,929,3,5,2020-02-25,0.07,1,350,0,
4839636,Very Good room in Copacabana near,21108686,Leonardo,,Copacabana,-22.9646,-43.18997,Private room,107,2,8,2016-07-04,0.30,1,150,4,
4840778,Copacabana Zen,7285435,Marcio,,Copacabana,-22.96725,-43.18668,Private room,72,5,59,2019-10-09,0.74,1,339,0,
4845088,Quarto silencioso e confortável,24930677,Angela,,Copacabana,-22.97696,-43.19118,Private room,104,1,10,2015-01-03,0.13,1,208,0,
4847372,Studio in Laranjeiras,24941741,Michelle,,Laranjeiras,-22.93378,-43.18086,Entire home/apt,186,2,7,2015-04-02,0.11,3,299,0,
4854025,Spacious Room in Rio Comprido,24971450,Thiago,,Rio Comprido,-22.925016,-43.201073,Private room,60,2,1,2021-07-30,0.33,1,362,1,
4857272,Cobertura duplex Ipanema somente mensal,15672610,Tulio,,Ipanema,-22.98167,-43.21057,Entire home/apt,367,365,0,,,2,83,0,
4858341,Mar da Babilônia Hostel,24415930,Cristina,,Leme,-22.95925,-43.16994,Shared room,55,1,3,2017-11-22,0.04,5,358,0,
4858441,Mar da Babilonia Hostel,24415930,Cristina,,Leme,-22.9608,-43.17165,Shared room,55,1,2,2015-02-26,0.10,5,363,0,
4861029,03 quartos rua tranquila de Ipanema,25004550,Sergio,,Ipanema,-22.98053,-43.20063,Entire home/apt,350,2,6,2017-01-20,0.10,1,351,0,
4862139,Chez Doyle,25009918,Andréa,,Jardim Botânico,-22.96203,-43.2161,Entire home/apt,194,4,6,2019-01-11,0.07,1,30,1,
4864785,"Copacabana Beach, 3 bedrooms",25002900,Elizabeth,,Copacabana,-22.96879,-43.18183,Entire home/apt,310,2,48,2019-06-18,0.62,2,228,4,
4865529,LUXURY  APART-HOTEL IPANEMA,5431187,Luca,,Ipanema,-22.98394,-43.21016,Hotel room,1951,7,12,2015-08-04,0.16,1,24,0,
4867751,apartment at Barra da Tijuca,25038459,Eduardo,,Barra da Tijuca,-23.01159,-43.31788,Entire home/apt,250,5,19,2016-11-01,0.33,1,313,2,
4867846,Charming loft in Copacabana.,17070351,Carlos,,Copacabana,-22.97483,-43.19041,Entire home/apt,137,4,116,2021-10-01,1.41,5,257,17,
4871443,JOHN LIRA APART HOTEL,3018529,Marcia,,Leblon,-22.98456,-43.22232,Entire home/apt,500,2,11,2017-03-24,0.17,16,269,2,
4872668,Apartamento em Copacabana vista mar,11567212,Federico,,Copacabana,-22.97988,-43.18949,Entire home/apt,300,3,0,,,3,350,0,
4872894,Large apartm. Leblon great location,10030317,Márcia,,Leblon,-22.98156,-43.219,Entire home/apt,500,2,86,2019-03-25,1.15,1,238,20,
4874027,Charming two story penthouse in Rio,25074155,Fernanda,,Botafogo,-22.95202,-43.19517,Entire home/apt,246,5,21,2016-03-18,0.26,1,209,0,
4874991,Modern condo with views,9272737,Ricardo,,Ipanema,-22.98083,-43.2004,Entire home/apt,758,3,17,2020-01-15,0.26,1,279,2,
4875052,"#COPA LUXURY 1 BEDROOM
ALUGO MENSAL",4255118,Ricardo,,Copacabana,-22.97356,-43.18754,Entire home/apt,249,4,106,2021-10-08,1.33,35,210,12,
4877969,Spacious one bedroom apartment #89,1267196,Eduardo,,Copacabana,-22.98253,-43.19262,Entire home/apt,450,4,0,,,8,365,0,
4880289,Leblon Flat Luxo The Claridge Aptº 705,11933736,Luiz,,Leblon,-22.98342,-43.22789,Entire home/apt,1403,1,2,2015-02-18,0.02,3,365,0,
4881097,Beach view - Copacabana,2516002,Claudia,,Copacabana,-22.96881,-43.18071,Entire home/apt,504,2,195,2021-07-14,2.49,3,239,25,
4884858,"Excellent apartment Ipanema,  just renovated.",25011537,Armando,,Ipanema,-22.98489,-43.19546,Entire home/apt,652,3,75,2021-05-31,0.94,2,143,9,
4887276,Charming studio in Copacabana,823800,Rafaella,,Copacabana,-22.96648,-43.18094,Entire home/apt,134,3,57,2016-02-28,0.72,15,45,6,
4891376,3/4 in LEBLON NEAR THE BEACH!,25130130,Fabio,,Leblon,-22.98422,-43.22403,Entire home/apt,630,2,64,2020-03-07,0.91,5,279,17,
4891939,Casa Qoñicha Wasi - Rio de Janeiro,2459392,Qoñicha Wasi Hostel,,Santa Teresa,-22.92137,-43.18478,Entire home/apt,1235,1,0,,,1,365,0,
4891963,Apart. Copacabana .Uma quadra da praia!,25170556,Rosa,,Copacabana,-22.96715,-43.18136,Entire home/apt,400,3,13,2021-01-03,0.17,1,148,1,
4892163,Suite at Jardim Botanico / RJ,20130531,Mauricio,,Jardim Botânico,-22.96349,-43.22005,Private room,500,5,6,2015-04-10,0.07,1,364,0,
4895149,"Leblon, Lagoon view, close to the beach",9537195,Antonia,,Centro,-22.91093,-43.18751,Entire home/apt,250,1,0,,,1,364,0,
4895346,Perfectly Formed Modern Studio in Copacabana,1125924,Silvia,,Copacabana,-22.98218,-43.18987,Entire home/apt,155,2,64,2016-08-22,0.92,1,71,2,
4896734,O Apê do Rio!,25181669,Alan,,Botafogo,-22.94666,-43.18404,Entire home/apt,130,5,3,2021-06-26,0.66,1,53,3,
4899215,Temporada Copacabana,25216603,Cristiane,,Copacabana,-22.96471,-43.17565,Entire home/apt,119,2,26,2016-01-03,0.32,1,220,2,
4899923,Apto aconchegante a 50m da praia,25220895,Diego,,Copacabana,-22.96503,-43.17545,Entire home/apt,130,4,72,2021-07-19,1.55,1,0,23,
4902451,Flat Leblon in Rio de Janeiro,25236936,Alfredo,,Leblon,-22.98241,-43.228,Entire home/apt,225,2,19,2021-02-25,0.27,1,1,3,
4911580,Apt 4 Dorms with view to Copacabana Beach,25292354,Joao Junior,,Copacabana,-22.96368,-43.1765,Entire home/apt,2000,6,1,2015-08-02,0.01,1,178,0,
4912605,Exclusive apart. close to beaches,25011537,Armando,,Copacabana,-22.98695,-43.19053,Entire home/apt,618,3,58,2021-03-02,0.71,2,328,1,
4913861,Lindo Apartamento Praia do Flamengo,25111380,Marcelo,,Flamengo,-22.92617,-43.17253,Entire home/apt,240,10,17,2019-11-11,0.26,1,97,5,
4915245,"Cozy mini-studio, one block from the beach.",25310243,Carlos,,Copacabana,-22.97569,-43.18887,Entire home/apt,110,3,165,2019-12-15,2.59,2,80,22,
4920232,"Awesome Sugarloaf Views - Safe, Updated !",25342141,Patricia,,Botafogo,-22.95597,-43.18018,Entire home/apt,501,5,10,2019-03-09,0.43,2,330,2,
4925912,Beautiful suite in apartment in Copacabana,20370177,Sylvie,,Copacabana,-22.96333,-43.17543,Private room,100,5,4,2020-01-24,0.05,13,208,0,
4936358,"Unwind at an Airy, Contemporary Pad near Copacabana Beach",10158511,Harmony,,Copacabana,-22.96524,-43.18051,Entire home/apt,275,2,176,2021-09-24,2.15,2,230,16,
4944928,The Place Leblon Deluxe 100m2,25487291,Paulo,,Leblon,-22.98769,-43.22673,Entire home/apt,728,2,44,2021-03-26,0.54,1,286,9,
4947124,Apartamento no centro de Copacabana,24008123,Vanessa,,Copacabana,-22.96868,-43.18444,Entire home/apt,189,3,146,2021-01-02,1.94,2,73,23,
4957965,Ipanema and Copacabana best area!,5379447,Maite,,Copacabana,-22.98486,-43.18941,Private room,120,28,1,2016-08-20,0.02,3,365,0,
4958361,Sea views from this Ipanema 3 Bedroom condo.,25559631,Livia,,Ipanema,-22.985,-43.20122,Entire home/apt,766,1,21,2019-12-03,0.39,1,185,1,
4962674,Bucolic Eco Art House Da Vinci Room,12878407,Pablo And Gloria,,Laranjeiras,-22.94194,-43.19266,Private room,130,3,39,2016-06-07,0.55,12,237,0,
4964534,Bucolic Eco Art House Cézanne Suite,12878407,Pablo And Gloria,,Laranjeiras,-22.9412,-43.19292,Private room,139,2,53,2019-03-02,0.66,12,237,0,
4965325,Nice apartment in Leme.,5702176,Eleonora,,Leme,-22.96285,-43.16663,Entire home/apt,771,3,1,2020-02-26,0.05,1,351,0,
4965338,Penthouse Bedroom-Living Room- Zen Terrace,25595358,Sandra,,Copacabana,-22.97755,-43.19325,Entire home/apt,221,3,183,2021-08-06,2.30,1,59,20,
4967337,Carnival Rental- LAST MINUTE SALE,25607172,Adriana,,Urca,-22.95142,-43.17501,Entire home/apt,1169,3,0,,,1,365,0,
4971969,PERFECT LOCATION FOR YOUR VACATION!,11264651,Renonas,,Ipanema,-22.98558,-43.19846,Entire home/apt,331,6,18,2021-10-08,0.26,1,208,1,
4973237,"",13525136,Aquidaban,,Leme,-22.96131,-43.16826,Entire home/apt,1684,1,1,2020-01-02,0.05,1,365,0,
4974270,Rio Lapa  *FELIZ* o ano inteiro,25641229,Tereza,,Centro,-22.91382,-43.1896,Entire home/apt,200,1,7,2016-08-22,0.09,1,365,0,
4976652,Studio in Copacabana prime location near the beach,25310243,Carlos,,Copacabana,-22.96991,-43.18802,Entire home/apt,123,3,122,2021-08-04,1.56,2,70,14,
4977016,Apartamento charmoso no Baixo Gávea,11188346,Tatiana,,Gávea,-22.97575,-43.22932,Entire home/apt,357,2,15,2017-07-25,0.21,1,348,0,
4977486,Apt w/ Services - Great Location,24943922,Fabiano,,Copacabana,-22.9758,-43.19201,Entire home/apt,280,180,0,,,1,365,0,
4981423,Style Studio in Ipanema,2156912,David,,Copacabana,-22.98255,-43.19432,Entire home/apt,143,12,57,2021-01-23,0.69,2,49,6,
4981856,Premium Suite with Jacuzzy and Private Garden,22579735,Renata,,Santa Teresa,-22.93756,-43.19895,Private room,450,1,15,2020-09-29,0.58,7,336,7,
4983218,Charming Flat - in heart of Ipanema,6200134,Eduardo,,Ipanema,-22.98421,-43.19849,Entire home/apt,438,2,8,2018-02-15,0.10,1,332,0,
4984264,2 bedrooms close to Copacabana beach,25693704,Noele,,Copacabana,-22.9709,-43.18598,Entire home/apt,247,2,197,2017-06-16,2.40,2,234,26,
4984360,Holiday 1,24783878,Victor,,Leme,-22.96261,-43.17044,Private room,198,2,20,2016-08-21,0.26,2,359,0,
4984501,1 bedroom close to Copacabana beach.,25693704,Noele,,Copacabana,-22.97027,-43.18809,Entire home/apt,150,2,127,2018-07-07,1.56,2,64,21,
4986526,Holiday 2,24783878,Victor,,Leme,-22.96141,-43.17085,Private room,198,2,20,2018-01-07,0.25,2,360,0,
4986678,Localização Maravilhosa em Ipanema,25707293,Luis,,Ipanema,-22.98535,-43.19535,Entire home/apt,251,8,5,2016-08-24,0.07,1,364,0,
4987162,Copacabana Apartment,25709876,Thamyres,,Copacabana,-22.9776,-43.19097,Entire home/apt,200,2,2,2015-02-22,2,1,1,1,
4991490,ApartHotel in Leblon close to beach,29190800,Bruno,,Leblon,-22.98275,-43.22428,Entire home/apt,255,3,130,2021-01-08,1.73,1,274,16,
4994280,Belo apart na quadra da praia,25749121,Andrea,,Barra da Tijuca,-23.0101,-43.36824,Entire home/apt,550,10,2,2016-08-25,0.03,1,363,0,
4996258,Charme Carioca com jeito de Toscana,7474990,Eileen,,Jardim Botânico,-22.96109,-43.21571,Entire home/apt,500,7,3,2016-08-14,0.04,1,300,0,
4997179,Descobrindo praias no Rio,20409010,Rosanna,,Recreio dos Bandeirantes,-23.01904,-43.45978,Entire home/apt,400,2,8,2019-10-06,0.13,1,299,0,
5002533,Apartamento no Melhor Lugar do Rio,11648304,Claudia,,Lagoa,-22.96483,-43.20316,Entire home/apt,350,2,14,2020-07-05,0.20,1,294,2,
5010409,Nice apartment near Corcovado,8516430,Manoela,,Laranjeiras,-22.94347,-43.19047,Entire home/apt,300,5,13,2017-07-01,0.19,1,228,5,
5010911,Latin Quarters 6Bed House in Copacabana,153721,Shushma & Nityam,,Copacabana,-22.96369,-43.17392,Entire home/apt,1764,2,2,2020-03-08,0.06,17,89,0,
5012100,My place at Rio - Ipanema,25849829,Yuri,,Ipanema,-22.98424,-43.21059,Entire home/apt,351,2,233,2020-03-17,2.86,1,74,4,
5012603,Beautiful and cozy apartment in Ipanema.,25851921,Alice,,Ipanema,-22.98467,-43.19919,Entire home/apt,284,2,127,2021-06-27,1.56,1,168,16,
5012971,Leblon Central 1 Bedroom,14969641,Ronaldo,,Leblon,-22.98474,-43.22262,Entire home/apt,203,5,9,2016-01-02,0.11,1,3,0,
5017944,100 m2 Apt-Copacabana Heart,25885920,Leonardo,,Copacabana,-22.97716,-43.1923,Entire home/apt,364,5,8,2016-03-22,0.10,1,85,0,
5025824,Penthouse 350m² 3BR Copacabana,6785488,Paul,,Copacabana,-22.96439,-43.17595,Entire home/apt,1300,3,4,2016-03-16,0.06,7,283,0,
5026328,Luxe 200m² 3 suites Copacabana,6785488,Paul,,Copacabana,-22.96439,-43.17595,Entire home/apt,750,6,0,,,7,365,0,
5027530,COZY APT- 2 BLOCKS COPACABANA BEACH,25947504,Maria Inês Cony Gomes De,,Copacabana,-22.96448,-43.17589,Entire home/apt,100,5,13,2018-02-15,0.17,1,285,0,
5029206,studio with oceanview near leblon!,7168464,Lisiene,,Vidigal,-22.99158,-43.23338,Entire home/apt,160,3,58,2020-12-08,0.79,2,299,5,
5030949,Leblon - Apê renovado em ótima localização,16686419,Marcos,,Leblon,-22.98361,-43.2197,Entire home/apt,357,2,9,2020-03-13,0.44,1,58,2,
5035531,Equipped apartment in a Dream Place,3974816,Lucia,,Santa Teresa,-22.93572,-43.19763,Entire home/apt,1050,3,2,2016-02-11,0.03,1,363,0,
5038093,Cobertura Recreio frente Rico Point,25736518,Cláudia,,Recreio dos Bandeirantes,-23.03097,-43.47779,Entire home/apt,750,2,1,2017-01-01,0.02,2,0,0,
5040362,Lindo Flat de 1 quarto/Copacabana!,7849525,Laura,,Copacabana,-22.9669,-43.19064,Entire home/apt,180,3,5,2020-02-25,0.06,2,16,0,
5041022,Rio de Janeiro/Botafogo,12435554,Laura,,Botafogo,-22.95358,-43.19035,Entire home/apt,450,2,0,,,2,362,0,
5044183,Cozy Studio in Ipanema,2156912,David,,Ipanema,-22.98426,-43.19401,Entire home/apt,99,15,69,2020-01-31,0.87,2,59,8,
5050797,Coraçao do Leblon excelente 3qts suite 100m praia,15980173,Adriana,,Leblon,-22.98437,-43.22208,Entire home/apt,1028,2,29,2016-01-07,0.63,1,341,7,
5051022,Apartamento no Leblon / Flat,21542143,Vera,,Leblon,-22.98376,-43.21687,Entire home/apt,1120,4,5,2018-12-31,0.11,1,345,1,
5055579,astonishing view in lagoa!,26103486,Sergio,,Lagoa,-22.969732,-43.205776,Entire home/apt,319,1,25,2019-09-01,0.31,1,67,0,
5055766,Charmoso Studio em Santa Teresa,23218244,Anna,,Santa Teresa,-22.92364,-43.18788,Private room,280,1,120,2021-01-31,1.50,11,105,5,
5056621,Agradável Studio em Santa Teresa,23218244,Anna,,Santa Teresa,-22.92349,-43.18799,Private room,250,1,148,2021-05-01,1.82,11,164,7,
5056696,Beautiful suite in Santa Teresa,23218244,Anna,,Santa Teresa,-22.92366,-43.18795,Private room,220,1,215,2021-06-12,2.71,11,164,15,
5059297,Rio de Janeio#Carnaval#Praia#Happy,26023875,Alexandre,,Centro,-22.90985,-43.17259,Private room,2981,2,0,,,1,365,0,
5063349,Próximo praia Copacabana  7 min a pé,2655983,Claudia,,Copacabana,-22.96963,-43.18535,Private room,203,2,2,2016-12-09,0.10,5,365,0,
5066898,Lindo Ipanema quarto sala com vista para o mar,21652202,Elizabeth,,Ipanema,-22.98549,-43.20205,Entire home/apt,321,3,77,2019-03-14,1.07,1,139,2,
5069252,Apto IPANEMA -excelente localização,16637238,Ricardo,,Ipanema,-22.98515,-43.21001,Entire home/apt,300,2,101,2017-02-02,1.24,1,305,8,
5075790,StudioBoutique Residence Copacabana,26211018,Carmen,,Copacabana,-22.96373,-43.17516,Entire home/apt,195,3,5,2019-10-31,0.06,1,285,0,
5077628,Charmoso 2 quartos em Ipanema,26221547,Claudia,,Copacabana,-22.98516,-43.19295,Entire home/apt,250,3,36,2020-02-08,0.47,2,281,0,
5077672,Quarto,26221757,Fernando,,Tijuca,-22.91683,-43.22618,Private room,199,29,1,2015-02-19,0.01,1,365,0,
5078691,APARTMENT IN FRONT OF OLYMPIC PARK,26156175,Paulo Vinicius,,Jacarepaguá,-22.97115,-43.3931,Entire home/apt,1000,10,0,,,1,365,0,
5081215,"Apto 2 quartos!!

Estadias longas são bem vindas.",10097727,Margareth,,Copacabana,-22.98517,-43.1899,Entire home/apt,177,4,35,2021-01-26,0.44,2,122,7,
5083280,"Rio de Janeiro, paraíso Méier",26255501,Franz,,Todos os Santos,-22.89943,-43.29045,Private room,97,3,2,2016-08-23,0.08,3,362,0,
5083946,Apartamento Próximo Paque Olímpico e ao Rio Centro,26259326,Liliane Marques,,Jacarepaguá,-22.96941,-43.39775,Entire home/apt,300,3,1,2019-09-30,0.04,1,63,0,
5086162,Top Location Copacabana posto 6,26272031,Mauro,,Copacabana,-22.98593,-43.19075,Entire home/apt,1725,4,3,2016-08-21,0.04,1,266,0,
5093778,"Leblon , 3 blocks from the beach.",18288365,Marcos,,Leblon,-22.98318,-43.22266,Entire home/apt,430,2,8,2020-02-09,0.13,2,351,0,
5094052,Apartamento 2 Qts | Copacabana | WI-FI e Netflix,13603514,Nadja,,Copacabana,-22.96406,-43.17637,Entire home/apt,282,3,0,,,2,352,0,
5094190,Quati,14788261,Bernardo,,Ipanema,-22.98466,-43.19717,Entire home/apt,440,3,9,2021-01-04,0.11,1,307,3,
5100333,Complete Suite METRO/BEACHES/LAGOON,26350949,Mariah,,Copacabana,-22.97564,-43.19447,Private room,269,1,80,2020-01-27,0.99,2,360,0,
5101304,Verão Carioca - Copacabana,10651339,Carlos,,Copacabana,-22.96913,-43.18872,Private room,390,4,4,2016-02-10,0.05,3,364,0,
5102731,Confortável  master quarto em flat c/garagem,16378976,Ricardo,,Copacabana,-22.96619,-43.19003,Private room,153,3,4,2020-02-26,0.06,2,54,0,
5105567,Unique Free Front view to the Rio's Nature,23562925,Renata,,Jardim Botânico,-22.96735,-43.2328,Entire home/apt,8903,7,0,,,1,83,0,
5106555,Hospedaria da Aninha,19807140,Ana Paula,,Copacabana,-22.97067,-43.18758,Private room,80,3,5,2017-10-01,0.11,1,360,0,
5109846,Comfort and luxury in the best  of Ipanema,1409727,Claudia,,Ipanema,-22.98143,-43.19883,Entire home/apt,1669,3,3,2019-01-01,0.07,1,350,0,
5111976,Loft in favéla Ipanema/Copacabana,12530901,Simon,,Copacabana,-22.97985,-43.19458,Entire home/apt,131,20,29,2021-04-09,0.56,1,50,2,
5112148,"Penthouse Copacabana/Leme beach, big outside area!",15024916,Micha,,Leme,-22.96305,-43.17045,Entire home/apt,210,2,173,2021-08-21,2.65,1,59,30,
5114473,PRIVATE ROOM AND BATHROOM W VIEW,25692154,Marco,,Botafogo,-22.94753,-43.18947,Private room,150,2,2,2020-01-05,0.08,1,351,0,
5115403,Studio-Sea-Mountain Joatinga,11148144,Leticia,,Joá,-23.01054,-43.29505,Private room,330,2,32,2021-02-23,0.43,3,350,11,
5115495,Attico Botafogo  Best View Rio,26433056,Gerardo,,Botafogo,-22.94542,-43.18339,Entire home/apt,555,2,110,2020-09-15,1.41,1,321,5,
5120446,"Copacabana, ao lado do Magnífico Copacabana Palace",26461361,Carolina,,Copacabana,-22.96749,-43.17892,Entire home/apt,270,3,2,2021-10-12,0.03,1,349,1,
5122615,cobertura no Blue condo perto da praia e shopping,2457852,Luciene,,Barra da Tijuca,-23.00185,-43.42065,Entire home/apt,250,4,17,2018-10-01,0.25,1,131,5,
5124202,Room with bathroom in Copacabana,20370177,Sylvie,,Copacabana,-22.96287,-43.17689,Private room,95,5,4,2015-09-29,0.19,13,289,1,
5125338,Room for two people in Penha.,26470299,Alex,,Penha,-22.83819,-43.26705,Private room,56,1,113,2019-11-28,1.71,1,338,16,
5126291,Copacabana - Av. Atlântica - In front of the beach,25626213,Tina,,Copacabana,-22.97202,-43.18688,Entire home/apt,1500,5,47,2020-03-19,0.77,1,54,0,
5126349,Lovely bedroom in SantaTeresa,12287013,Maria Cristina,,Santa Teresa,-22.91941,-43.18255,Private room,150,2,34,2016-05-28,0.47,1,54,0,
5126393,Cosy and Modern Flat in Copacabana,26498343,Priscila,,Copacabana,-22.96962,-43.18661,Entire home/apt,305,1,27,2019-02-01,0.38,1,9,0,
5127034,Apartment Lapa for you,14332661,Alessandra,,Centro,-22.91303,-43.18167,Entire home/apt,115,3,8,2015-02-10,0.23,2,191,2,
5127501,"Comfy & cozy apartment, 1 minute from the metro",2337167,Eliana,,Botafogo,-22.95054,-43.18284,Entire home/apt,250,3,28,2019-03-23,0.41,1,83,0,
5131398,Modern Apartment in Copacabana,1267196,Eduardo,,Copacabana,-22.97772,-43.19058,Entire home/apt,380,1,0,,,8,363,0,
5132005,Gávea BNB - Suíte Verde com Varanda,4504358,Raul,,Gávea,-22.9749,-43.22753,Private room,292,2,4,2019-08-14,0.05,3,259,0,
5133923,"THE BEST OF IPANEMA , 15TH FLOOR",1648634,Jose,,Ipanema,-22.98117,-43.19916,Entire home/apt,348,4,75,2019-03-12,1.09,8,26,0,
5133947,RIO DE JANEIRO 70m PRAIA COPACABANA,26540787,Guillaume,,Copacabana,-22.98148,-43.19019,Entire home/apt,500,6,3,2018-10-27,0.14,3,364,0,
5134613,Alugo Apt Santa Teresa CARNAVAL,26544620,Igor,,Santa Teresa,-22.91561,-43.19204,Entire home/apt,600,1,0,,,1,365,0,
5139274,IPNEMA AMAZING LOCATION 3 Bdr,3665789,Roberta (Beta) Gatti,,Ipanema,-22.98126,-43.20746,Entire home/apt,660,2,3,2018-01-01,0.04,5,294,0,
5139899,3 Bedrooms in João Lira,1982737,Estadia,,Leblon,-22.98424,-43.22186,Entire home/apt,725,2,12,2015-02-19,0.16,54,344,5,
5141786,Vila house,24979035,Eduardo,,Encantado,-22.8981,-43.30798,Entire home/apt,100,1,0,,,1,365,0,
5141823,WONDERFUL APTMT GREAT LOCATION,15178475,Marjorie,,Copacabana,-22.96184,-43.17744,Entire home/apt,477,4,19,2015-09-14,0.38,1,344,2,
5141893,Apartamento em Copacabana,26578832,Eduardo,,Copacabana,-22.98326,-43.1912,Entire home/apt,243,6,1,2020-02-28,0.05,1,356,0,
5144873,❤️ STUDIO APT IN BEST SPOT OF IPANEMA ❤️.,503995,❤️ BrUx ❤️,,Ipanema,-22.9828,-43.20467,Entire home/apt,163,1,218,2021-10-06,2.66,7,358,15,
5145685,Apto e  areas comuns,26603603,Eliete,,Leblon,-22.98235,-43.21823,Entire home/apt,264,3,79,2021-10-17,1.05,1,0,8,
5148507,Olympic apartment / Sustainability,20087078,Alessandro,,Jacarepaguá,-22.97243,-43.39203,Entire home/apt,295,1,21,2016-08-23,0.28,1,347,0,
5158153,AMAZING  2 BEDROOM APARTMENT WITH VIEW 101,10796926,Frederico & Marcela,,Santa Teresa,-22.91886,-43.1817,Entire home/apt,254,1,100,2021-10-12,1.23,15,341,6,
5160140,CONFORTÁVEL PRAIA DO FLAMENGO,26685894,Tania,,Flamengo,-22.92783,-43.17471,Entire home/apt,1800,1,0,,,1,365,0,
5161037,"Rio, Copacabana Sol e Mar",25255137,Maria Do Carmo Berdeal,,Copacabana,-22.98103,-43.19228,Entire home/apt,200,2,13,2016-01-03,0.16,1,229,1,
5163915,"Room confort p/2 Maracanã , Rio",8299780,Rafael,,Maracanã,-22.91478,-43.23,Private room,112,1,13,2016-02-12,0.17,1,0,0,
5172247,Suite - Rio De Janeiro - Riocentro,26748682,Rose Kaneko,,Curicica,-22.949495,-43.383446,Private room,140,1,3,2015-11-07,0.11,15,364,1,
5173546,Lindo Studio no Coração da Lapa,26394281,Camilla,,Centro,-22.91296,-43.18473,Entire home/apt,150,3,61,2020-02-23,0.80,1,175,5,
